日期,十年国债收益率,PE-TTM-S,全A点位,股权风险溢价,股权风险溢价分位,+2σ,+1σ,中位数,-1σ,-2σ
2017-04-18,0.0341,20.63,4824.73,0.013899,32.5,0.052778,0.037464,0.022151,0.006837,-0.008477
2017-04-19,0.0341,20.43,4780.79,0.014358,33.4,0.052745,0.037432,0.022119,0.006805,-0.008508
2017-04-20,0.0342,20.38,4780.83,0.014376,33.5,0.05272,0.037407,0.022095,0.006783,-0.00853
2017-04-21,0.0346,20.37,4768.25,0.014007,32.8,0.052706,0.037394,0.022082,0.00677,-0.008542
2017-04-24,0.035,19.89,4671.02,0.01476,34.2,0.052699,0.037386,0.022074,0.006762,-0.00855
2017-04-25,0.0346,19.91,4686.41,0.015103,34.7,0.052694,0.037381,0.022069,0.006756,-0.008557
2017-04-26,0.0345,19.86,4696.71,0.015324,35,0.052692,0.037378,0.022065,0.006752,-0.008562
2017-04-27,0.0345,19.46,4709.19,0.016324,36.7,0.052688,0.037374,0.02206,0.006746,-0.008567
2017-04-28,0.0347,19.26,4718.13,0.016644,37,0.052677,0.037363,0.022049,0.006734,-0.00858
2017-05-02,0.0349,19.21,4713.02,0.016578,36.9,0.052663,0.037348,0.022033,0.006719,-0.008596
2017-05-03,0.0352,19.15,4698.04,0.016441,36.7,0.052653,0.037338,0.022023,0.006707,-0.008608
2017-05-04,0.0355,19.11,4684.75,0.016252,36.4,0.052636,0.03732,0.022004,0.006688,-0.008627
2017-05-05,0.0356,18.95,4637.68,0.01658,37.1,0.052596,0.037279,0.021963,0.006646,-0.00867
2017-05-08,0.036,18.76,4573.67,0.016704,37.4,0.052597,0.03728,0.021963,0.006646,-0.008671
2017-05-09,0.0363,18.79,4585.07,0.016327,36.8,0.052563,0.037245,0.021927,0.00661,-0.008708
2017-05-10,0.0369,18.61,4528.31,0.016235,36.4,0.052553,0.037235,0.021917,0.006599,-0.008719
2017-05-11,0.0364,18.63,4526.13,0.01667,37.4,0.052532,0.037213,0.021895,0.006576,-0.008742
2017-05-12,0.0365,18.73,4540.47,0.016295,36.7,0.052498,0.037179,0.02186,0.006541,-0.008778
2017-05-15,0.0361,18.79,4557.81,0.016523,37.1,0.052466,0.037146,0.021827,0.006507,-0.008812
2017-05-16,0.0362,19,4626.38,0.015858,35.9,0.052434,0.037114,0.021794,0.006474,-0.008846
2017-05-17,0.0363,18.96,4622.53,0.015867,35.9,0.05238,0.037059,0.021739,0.006418,-0.008902
2017-05-18,0.0361,18.88,4597.1,0.016278,36.7,0.052322,0.037001,0.021681,0.00636,-0.00896
2017-05-19,0.0363,18.89,4599.61,0.016055,36.3,0.052303,0.036982,0.021662,0.006341,-0.008979
2017-05-22,0.0366,18.79,4562.41,0.016033,36.3,0.052293,0.036972,0.021652,0.006331,-0.008989
2017-05-23,0.0367,18.66,4505.6,0.016293,36.9,0.052283,0.036963,0.021643,0.006322,-0.008998
2017-05-24,0.0366,18.7,4517.7,0.01628,36.9,0.052266,0.036945,0.021624,0.006304,-0.009017
2017-05-25,0.0365,18.93,4574.75,0.015751,35.7,0.052246,0.036925,0.021603,0.006282,-0.00904
2017-05-26,0.0365,18.93,4569.97,0.015751,35.7,0.052241,0.036919,0.021597,0.006275,-0.009048
2017-05-31,0.0361,18.96,4572.15,0.016063,36.5,0.052234,0.036912,0.02159,0.006267,-0.009055
2017-06-01,0.0362,18.82,4519.04,0.016343,37.4,0.052222,0.036899,0.021576,0.006254,-0.009069
2017-06-02,0.0363,18.86,4536.55,0.016137,36.7,0.052214,0.036891,0.021568,0.006245,-0.009077
2017-06-05,0.0362,18.82,4545.59,0.016343,37.5,0.052201,0.036878,0.021555,0.006232,-0.009091
2017-06-06,0.0363,18.91,4570.62,0.016001,36.3,0.052182,0.036859,0.021536,0.006212,-0.009111
2017-06-07,0.0364,19.18,4644.84,0.015185,34.9,0.052173,0.036849,0.021525,0.006201,-0.009122
2017-06-08,0.0365,19.24,4662.67,0.01493,34.5,0.052169,0.036845,0.02152,0.006196,-0.009129
2017-06-09,0.0363,19.29,4674.94,0.014996,34.7,0.052152,0.036827,0.021501,0.006176,-0.009149
2017-06-12,0.0358,19.14,4641.12,0.015878,36.2,0.052132,0.036806,0.02148,0.006154,-0.009172
2017-06-13,0.0358,19.27,4679.13,0.015538,35.6,0.05212,0.036794,0.021467,0.006141,-0.009186
2017-06-14,0.0354,19.16,4649.45,0.016218,37.1,0.052111,0.036784,0.021457,0.00613,-0.009197
2017-06-15,0.0356,19.2,4672.08,0.015917,36.4,0.052079,0.036751,0.021423,0.006095,-0.009232
2017-06-16,0.0357,19.15,4661.43,0.01595,36.5,0.052041,0.036712,0.021384,0.006056,-0.009273
2017-06-19,0.035,19.28,4698.6,0.016297,37.7,0.052042,0.036713,0.021384,0.006055,-0.009274
2017-06-20,0.0349,19.27,4697.38,0.016421,38.1,0.052043,0.036713,0.021384,0.006055,-0.009275
2017-06-21,0.0354,19.37,4725.04,0.015671,35.7,0.052044,0.036714,0.021384,0.006054,-0.009276
2017-06-22,0.0356,19.27,4685.72,0.015734,35.8,0.052045,0.036715,0.021384,0.006053,-0.009277
2017-06-23,0.0355,19.35,4708.62,0.015625,35.7,0.052046,0.036715,0.021384,0.006053,-0.009278
2017-06-26,0.0351,19.55,4768.79,0.015507,35.6,0.052047,0.036716,0.021384,0.006052,-0.009279
2017-06-27,0.0351,19.58,4776.66,0.015431,35.4,0.052048,0.036716,0.021384,0.006052,-0.00928
2017-06-28,0.0353,19.46,4743.92,0.015539,35.7,0.052049,0.036717,0.021384,0.006051,-0.009281
2017-06-29,0.0355,19.56,4768.11,0.015089,34.8,0.052051,0.036717,0.021384,0.006051,-0.009283
2017-06-30,0.0357,19.57,4772.14,0.014868,34.4,0.052052,0.036718,0.021384,0.00605,-0.009284
2017-07-03,0.036,19.59,4781.39,0.014524,33.9,0.052053,0.036718,0.021384,0.00605,-0.009285
2017-07-04,0.036,19.51,4755.13,0.014726,34.1,0.052053,0.036719,0.021384,0.006049,-0.009285
2017-07-05,0.0358,19.66,4798.55,0.014544,33.9,0.052053,0.036719,0.021384,0.006049,-0.009285
2017-07-06,0.0357,19.68,4802.65,0.014592,34,0.052053,0.036718,0.021384,0.00605,-0.009285
2017-07-07,0.0359,19.7,4808.63,0.014346,33.4,0.052052,0.036718,0.021384,0.00605,-0.009284
2017-07-10,0.0359,19.66,4794.94,0.014446,33.5,0.052052,0.036718,0.021384,0.00605,-0.009284
2017-07-11,0.0358,19.6,4774.45,0.014694,34,0.052051,0.036718,0.021384,0.00605,-0.009283
2017-07-12,0.0357,19.57,4765.29,0.014868,34.4,0.05205,0.036717,0.021384,0.006051,-0.009282
2017-07-13,0.0356,19.66,4784.51,0.01474,34.2,0.052049,0.036717,0.021384,0.006051,-0.009281
2017-07-14,0.0356,19.65,4781.47,0.014765,34.3,0.052048,0.036716,0.021384,0.006052,-0.00928
2017-07-17,0.0356,19.24,4637.95,0.015812,36.4,0.052046,0.036715,0.021384,0.006053,-0.009278
2017-07-18,0.0359,19.3,4662.57,0.015362,35.3,0.052043,0.036714,0.021384,0.006054,-0.009275
2017-07-19,0.0359,19.57,4738.17,0.014672,33.7,0.052041,0.036712,0.021384,0.006055,-0.009273
2017-07-20,0.0357,19.65,4762.31,0.014667,33.7,0.052036,0.03671,0.021384,0.006058,-0.009268
2017-07-21,0.0358,19.61,4754.61,0.014669,33.7,0.052032,0.036708,0.021384,0.00606,-0.009264
2017-07-24,0.0358,19.7,4778.46,0.014444,33,0.052026,0.036705,0.021384,0.006063,-0.009258
2017-07-25,0.0359,19.67,4758.42,0.014421,32.9,0.05202,0.036702,0.021384,0.006066,-0.009252
2017-07-26,0.0362,19.68,4749.99,0.014102,32.3,0.052015,0.036699,0.021384,0.006069,-0.009247
2017-07-27,0.036,19.75,4780.15,0.014124,32.3,0.052009,0.036696,0.021384,0.006072,-0.009241
2017-07-28,0.036,19.78,4790.23,0.01405,32.1,0.052003,0.036693,0.021384,0.006075,-0.009235
2017-07-31,0.0363,19.86,4823,0.01356,31.3,0.051998,0.036691,0.021384,0.006077,-0.00923
2017-08-01,0.0364,19.98,4843.14,0.013171,29.9,0.051992,0.036688,0.021384,0.00608,-0.009224
2017-08-02,0.0363,19.92,4818.7,0.013414,30.6,0.051986,0.036685,0.021384,0.006083,-0.009218
2017-08-03,0.0363,19.86,4807.26,0.01356,31.2,0.051981,0.036682,0.021384,0.006086,-0.009213
2017-08-04,0.0363,19.78,4782.95,0.013757,31.5,0.051975,0.03668,0.021384,0.006088,-0.009207
2017-08-07,0.0366,19.88,4817.34,0.013218,29.9,0.05197,0.036677,0.021384,0.006091,-0.009202
2017-08-08,0.0365,19.93,4826.82,0.013194,29.7,0.051964,0.036674,0.021384,0.006094,-0.009196
2017-08-09,0.0366,19.9,4836.05,0.013169,29.6,0.051958,0.036671,0.021384,0.006097,-0.00919
2017-08-10,0.0364,19.79,4806.04,0.013634,31.3,0.051953,0.036668,0.021384,0.0061,-0.009185
2017-08-11,0.0362,19.48,4720.92,0.014606,33.5,0.051947,0.036666,0.021384,0.006102,-0.009179
2017-08-14,0.0359,19.73,4798.02,0.014272,32.6,0.051941,0.036663,0.021384,0.006105,-0.009173
2017-08-15,0.0358,19.83,4814.08,0.014123,32.2,0.051936,0.03666,0.021384,0.006108,-0.009168
2017-08-16,0.036,19.84,4819.96,0.013903,31.5,0.05193,0.036657,0.021384,0.006111,-0.009162
2017-08-17,0.0359,19.91,4852.56,0.01383,31.3,0.051923,0.036654,0.021384,0.006114,-0.009155
2017-08-18,0.036,19.86,4845.86,0.013854,31.4,0.051916,0.03665,0.021384,0.006118,-0.009148
2017-08-21,0.0362,19.94,4875.81,0.013463,30.5,0.051908,0.036646,0.021384,0.006122,-0.00914
2017-08-22,0.0362,19.92,4869,0.013512,30.5,0.0519,0.036642,0.021384,0.006126,-0.009132
2017-08-23,0.0362,19.86,4854.16,0.013658,31,0.051891,0.036638,0.021384,0.00613,-0.009123
2017-08-24,0.0363,19.74,4824.6,0.013856,31.4,0.051882,0.036633,0.021384,0.006135,-0.009114
2017-08-25,0.0363,19.99,4887.11,0.013244,29.3,0.051873,0.036628,0.021384,0.00614,-0.009105
2017-08-28,0.0365,20.09,4944.07,0.012808,28.5,0.051863,0.036624,0.021384,0.006144,-0.009095
2017-08-29,0.0363,20.02,4934.65,0.013172,29.1,0.051854,0.036619,0.021384,0.006149,-0.009086
2017-08-30,0.0363,19.84,4946.83,0.013609,30.8,0.051845,0.036614,0.021384,0.006154,-0.009077
2017-08-31,0.0363,19.81,4947.92,0.013683,31.1,0.051835,0.036609,0.021384,0.006159,-0.009067
2017-09-01,0.0364,19.84,4972.25,0.013511,30.3,0.051825,0.036605,0.021384,0.006163,-0.009057
2017-09-04,0.0365,19.95,4996.98,0.013146,28.8,0.051816,0.0366,0.021384,0.006168,-0.009048
2017-09-05,0.0366,19.99,5005.27,0.012951,28.4,0.051806,0.036595,0.021384,0.006173,-0.009038
2017-09-06,0.0366,20.01,5014.38,0.012903,28.3,0.051795,0.03659,0.021384,0.006178,-0.009027
2017-09-07,0.0362,19.91,4989.18,0.013536,30.5,0.051784,0.036584,0.021384,0.006184,-0.009016
2017-09-08,0.036,19.92,4993.19,0.013707,31.1,0.051771,0.036578,0.021384,0.00619,-0.009003
2017-09-11,0.0362,20,5018.19,0.013318,29.4,0.051758,0.036571,0.021384,0.006197,-0.00899
2017-09-12,0.0362,20.01,5020.05,0.013294,29.2,0.051745,0.036565,0.021384,0.006203,-0.008977
2017-09-13,0.0364,20.05,5035.3,0.013002,28.3,0.051732,0.036558,0.021384,0.00621,-0.008964
2017-09-14,0.036,19.98,5023.95,0.013562,30.6,0.051718,0.036551,0.021384,0.006217,-0.00895
2017-09-15,0.036,19.9,5010.15,0.013756,31.1,0.051705,0.036544,0.021384,0.006224,-0.008937
2017-09-18,0.0362,19.98,5036.71,0.013366,29.4,0.051691,0.036537,0.021384,0.006231,-0.008923
2017-09-19,0.0362,19.94,5018.54,0.013463,29.9,0.051676,0.03653,0.021384,0.006238,-0.008908
2017-09-20,0.0362,20.03,5046.25,0.013246,28.8,0.05166,0.036522,0.021384,0.006246,-0.008892
2017-09-21,0.0363,19.96,5014.24,0.013317,29.1,0.051644,0.036514,0.021384,0.006254,-0.008876
2017-09-22,0.0362,19.93,5001.32,0.013487,30,0.051628,0.036506,0.021384,0.006262,-0.00886
2017-09-25,0.036,19.81,4953.99,0.013976,31.8,0.051612,0.036498,0.021384,0.00627,-0.008844
2017-09-26,0.0362,19.83,4962.04,0.013732,31,0.051594,0.036489,0.021384,0.006279,-0.008826
2017-09-27,0.0362,19.88,4983.23,0.013609,30.5,0.051577,0.036481,0.021384,0.006287,-0.008809
2017-09-28,0.0361,19.84,4973.82,0.013805,31.1,0.05156,0.036472,0.021384,0.006296,-0.008792
2017-09-29,0.0361,19.93,5002.55,0.013585,30.4,0.051542,0.036463,0.021384,0.006305,-0.008774
2017-10-09,0.0365,20.11,5060.32,0.012761,27,0.051523,0.036454,0.021384,0.006314,-0.008755
2017-10-10,0.0365,20.19,5082.46,0.012571,26.5,0.051503,0.036444,0.021384,0.006324,-0.008735
2017-10-11,0.0365,20.21,5080.57,0.012523,26.3,0.051483,0.036433,0.021384,0.006335,-0.008715
2017-10-12,0.0368,20.2,5081.27,0.012254,25.6,0.051461,0.036423,0.021384,0.006345,-0.008693
2017-10-13,0.0367,20.24,5100.55,0.012257,25.6,0.05144,0.036412,0.021384,0.006356,-0.008672
2017-10-16,0.0371,20.11,5049.98,0.012175,25.2,0.051419,0.036401,0.021384,0.006367,-0.008651
2017-10-17,0.0374,20.08,5049.98,0.011954,24.7,0.051397,0.03639,0.021384,0.006377,-0.008629
2017-10-18,0.0374,20.12,5044.09,0.011858,24.5,0.051374,0.036379,0.021384,0.006389,-0.008606
2017-10-19,0.0372,20.02,5010.82,0.012293,25.7,0.051349,0.036367,0.021384,0.006401,-0.008581
2017-10-20,0.0372,20.07,5036.93,0.012173,25.1,0.051325,0.036354,0.021384,0.006414,-0.008557
2017-10-23,0.0372,20.1,5054.9,0.012101,24.9,0.051303,0.036343,0.021384,0.006425,-0.008535
2017-10-24,0.0372,20.11,5061.88,0.012077,24.8,0.05128,0.036332,0.021384,0.006436,-0.008512
2017-10-25,0.0378,20.14,5089.7,0.011421,23.5,0.051255,0.03632,0.021384,0.006448,-0.008487
2017-10-26,0.0378,20.07,5109.78,0.011588,23.7,0.05123,0.036307,0.021384,0.006461,-0.008462
2017-10-27,0.0383,19.9,5109.68,0.01151,23.5,0.051205,0.036294,0.021384,0.006474,-0.008437
2017-10-30,0.0391,19.49,5045.26,0.011749,23.9,0.051179,0.036282,0.021384,0.006486,-0.008411
2017-10-31,0.0389,19.27,5062.09,0.012508,26.2,0.051155,0.036269,0.021384,0.006499,-0.008387
2017-11-01,0.0386,19.26,5055.37,0.012826,27.3,0.051131,0.036258,0.021384,0.00651,-0.008363
2017-11-02,0.0387,19.17,5026.97,0.012963,27.6,0.051108,0.036246,0.021384,0.006522,-0.00834
2017-11-03,0.0388,19.09,5003.17,0.013076,27.9,0.051085,0.036234,0.021384,0.006534,-0.008317
2017-11-06,0.0387,19.21,5047.01,0.012859,27.2,0.051064,0.036224,0.021384,0.006544,-0.008296
2017-11-07,0.0388,19.34,5081.41,0.012424,25.7,0.051043,0.036213,0.021384,0.006555,-0.008275
2017-11-08,0.0387,19.35,5083.47,0.012496,25.9,0.051023,0.036204,0.021384,0.006564,-0.008255
2017-11-09,0.0389,19.44,5116.79,0.012071,24.4,0.051007,0.036196,0.021384,0.006572,-0.008239
2017-11-10,0.039,19.49,5145.69,0.011846,23.8,0.05099,0.036187,0.021384,0.006581,-0.008222
2017-11-13,0.0395,19.56,5159.42,0.011183,22.6,0.050976,0.03618,0.021384,0.006588,-0.008208
2017-11-14,0.0395,19.43,5122.52,0.011512,23,0.050959,0.036171,0.021384,0.006597,-0.008191
2017-11-15,0.0395,19.27,5082.26,0.011923,24,0.050941,0.036162,0.021384,0.006606,-0.008173
2017-11-16,0.0392,19.3,5100.84,0.012138,24.5,0.050923,0.036154,0.021384,0.006614,-0.008155
2017-11-17,0.0392,19.13,5026.99,0.012581,26.3,0.050907,0.036146,0.021384,0.006622,-0.008139
2017-11-20,0.0394,19.24,5055.08,0.012098,24.4,0.05089,0.036137,0.021384,0.006631,-0.008122
2017-11-21,0.0395,19.38,5102.29,0.01164,23.1,0.050874,0.036129,0.021384,0.006639,-0.008106
2017-11-22,0.0399,19.46,5105.44,0.011047,22,0.050859,0.036121,0.021384,0.006647,-0.008091
2017-11-23,0.0399,18.99,4970.2,0.01227,25.3,0.050847,0.036115,0.021384,0.006653,-0.008079
2017-11-24,0.0395,18.99,4973.51,0.012659,26.6,0.050834,0.036109,0.021384,0.006659,-0.008066
2017-11-27,0.0395,18.77,4912.66,0.013253,28.5,0.050819,0.036102,0.021384,0.006666,-0.008051
2017-11-28,0.0396,18.87,4952.68,0.012884,27.2,0.050803,0.036093,0.021384,0.006675,-0.008035
2017-11-29,0.0391,18.9,4957.89,0.01329,28.6,0.050786,0.036085,0.021384,0.006683,-0.008018
2017-11-30,0.0389,18.76,4913.7,0.013866,31.4,0.050769,0.036077,0.021384,0.006691,-0.008001
2017-12-01,0.0389,18.79,4929.92,0.013784,31,0.050752,0.036068,0.021384,0.0067,-0.007984
2017-12-04,0.0389,18.76,4921.59,0.013866,31.3,0.050733,0.036059,0.021384,0.006709,-0.007965
2017-12-05,0.0388,18.67,4874.02,0.01421,32.5,0.050715,0.03605,0.021384,0.006718,-0.007947
2017-12-06,0.0388,18.65,4878.73,0.014266,32.5,0.050695,0.03604,0.021384,0.006728,-0.007927
2017-12-07,0.0389,18.52,4845.48,0.01453,33.3,0.050674,0.036029,0.021384,0.006739,-0.007907
2017-12-08,0.0391,18.65,4889.23,0.013973,31.6,0.050654,0.036019,0.021384,0.006749,-0.007886
2017-12-11,0.0393,19.15,4956.48,0.012431,25,0.050635,0.03601,0.021384,0.006758,-0.007867
2017-12-12,0.0394,18.95,4902.42,0.012864,26.7,0.050615,0.035999,0.021384,0.006769,-0.007847
2017-12-13,0.0393,19.09,4939.44,0.012589,25.7,0.050596,0.03599,0.021384,0.006778,-0.007828
2017-12-14,0.0391,19.03,4927.61,0.012943,27,0.050577,0.03598,0.021384,0.006788,-0.007809
2017-12-15,0.0389,18.9,4889.44,0.013485,29.3,0.050558,0.035971,0.021384,0.006797,-0.00779
2017-12-18,0.0389,18.87,4876.23,0.013566,30,0.05054,0.035962,0.021384,0.006806,-0.007772
2017-12-19,0.039,19.06,4922.09,0.01296,26.9,0.050522,0.035953,0.021384,0.006815,-0.007754
2017-12-20,0.039,18.98,4896.19,0.013173,27.6,0.050505,0.035944,0.021384,0.006824,-0.007737
2017-12-21,0.039,19.08,4926.17,0.012908,26.6,0.050489,0.035937,0.021384,0.006831,-0.007721
2017-12-22,0.0388,19.06,4915.8,0.013155,27.4,0.050474,0.035929,0.021384,0.006839,-0.007706
2017-12-25,0.0387,18.96,4878.31,0.013519,29.5,0.050457,0.035921,0.021384,0.006847,-0.007689
2017-12-26,0.0389,19.09,4899.36,0.012979,26.8,0.050438,0.035911,0.021384,0.006857,-0.00767
2017-12-27,0.039,18.92,4848.96,0.013334,28.5,0.050417,0.035901,0.021384,0.006867,-0.007649
2017-12-28,0.0389,19.03,4873.34,0.013138,27.2,0.050396,0.03589,0.021384,0.006878,-0.007628
2017-12-29,0.0388,19.14,4898.9,0.012944,26.5,0.050373,0.035878,0.021384,0.006889,-0.007605
2018-01-02,0.039,19.37,4959.1,0.012152,23.3,0.05035,0.035867,0.021384,0.006901,-0.007582
2018-01-03,0.0392,19.49,4995.41,0.011652,21.7,0.050327,0.035856,0.021384,0.006912,-0.007559
2018-01-04,0.0393,19.56,5013.85,0.011378,21,0.050304,0.035844,0.021384,0.006924,-0.007536
2018-01-05,0.0392,19.6,5020.49,0.011375,21,0.050281,0.035832,0.021384,0.006936,-0.007513
2018-01-08,0.0391,19.66,5038.76,0.011322,20.8,0.050257,0.035821,0.021384,0.006947,-0.007489
2018-01-09,0.0389,19.7,5054.53,0.011417,21.1,0.050234,0.035809,0.021384,0.006959,-0.007466
2018-01-10,0.0392,19.73,5049.2,0.011051,20.3,0.050211,0.035797,0.021384,0.006971,-0.007443
2018-01-11,0.0395,19.77,5058.45,0.010661,19.6,0.050188,0.035786,0.021384,0.006982,-0.00742
2018-01-12,0.0393,19.78,5057.91,0.01083,19.7,0.050167,0.035776,0.021384,0.006992,-0.007399
2018-01-15,0.0397,19.63,4996.06,0.010813,19.6,0.050147,0.035765,0.021384,0.007003,-0.007379
2018-01-16,0.0396,19.77,5030.06,0.010563,19.4,0.050128,0.035756,0.021384,0.007012,-0.00736
2018-01-17,0.0396,19.79,5016,0.010514,19.4,0.05011,0.035747,0.021384,0.007021,-0.007342
2018-01-18,0.0398,19.96,5035.34,0.009906,18.2,0.050091,0.035737,0.021384,0.007031,-0.007323
2018-01-19,0.0398,20.01,5036.99,0.009786,17.9,0.050071,0.035727,0.021384,0.007041,-0.007303
2018-01-22,0.0395,20.15,5091,0.009743,17.9,0.05005,0.035717,0.021384,0.007051,-0.007282
2018-01-23,0.0394,20.41,5121.19,0.009232,17.1,0.05003,0.035707,0.021384,0.007061,-0.007262
2018-01-24,0.0395,20.47,5139.49,0.008997,16.7,0.050009,0.035696,0.021384,0.007072,-0.007241
2018-01-25,0.0394,20.39,5120.39,0.009278,17.3,0.049987,0.035686,0.021384,0.007082,-0.007219
2018-01-26,0.0394,20.44,5126.61,0.009163,16.8,0.049966,0.035675,0.021384,0.007093,-0.007198
2018-01-29,0.0394,20.19,5048.67,0.009745,17.9,0.049944,0.035664,0.021384,0.007104,-0.007176
2018-01-30,0.0393,20.02,5017.21,0.010247,18.8,0.049922,0.035653,0.021384,0.007115,-0.007154
2018-01-31,0.0391,19.91,4974.35,0.010707,19.5,0.0499,0.035642,0.021384,0.007126,-0.007132
2018-02-01,0.0391,19.62,4864.46,0.011422,21.2,0.049875,0.03563,0.021384,0.007138,-0.007107
2018-02-02,0.0391,19.69,4874.81,0.011247,20.6,0.04985,0.035617,0.021384,0.007151,-0.007082
2018-02-05,0.0392,19.77,4868.81,0.010952,20,0.049825,0.035604,0.021384,0.007164,-0.007057
2018-02-06,0.0388,19.06,4680.83,0.013155,27.2,0.049797,0.035591,0.021384,0.007177,-0.007029
2018-02-07,0.0387,18.73,4627.1,0.014143,32.1,0.04977,0.035577,0.021384,0.007191,-0.007002
2018-02-08,0.0388,18.58,4629.54,0.01446,33.1,0.049742,0.035563,0.021384,0.007205,-0.006974
2018-02-09,0.0388,17.89,4457.46,0.016459,38.6,0.049715,0.03555,0.021384,0.007218,-0.006947
2018-02-12,0.0388,18.12,4540.01,0.015776,36.3,0.049687,0.035536,0.021384,0.007232,-0.006919
2018-02-13,0.0387,18.28,4574.79,0.015408,35.4,0.049662,0.035523,0.021384,0.007245,-0.006894
2018-02-14,0.0387,18.38,4600.61,0.015122,34.8,0.049639,0.035512,0.021384,0.007256,-0.006871
2018-02-22,0.0388,18.77,4692.03,0.013936,31.1,0.049616,0.0355,0.021384,0.007268,-0.006848
2018-02-23,0.0387,18.85,4709.73,0.013816,30.4,0.049591,0.035488,0.021384,0.00728,-0.006823
2018-02-26,0.0385,19.11,4787.2,0.013316,27.8,0.049566,0.035475,0.021384,0.007293,-0.006798
2018-02-27,0.0382,18.92,4752.89,0.014115,31.7,0.049541,0.035462,0.021384,0.007306,-0.006773
2018-02-28,0.0382,18.92,4739.07,0.014115,31.6,0.049514,0.035449,0.021384,0.007319,-0.006746
2018-03-01,0.0382,19.05,4782.65,0.013768,30.2,0.049487,0.035435,0.021384,0.007333,-0.006719
2018-03-02,0.0384,18.93,4751.94,0.013893,30.7,0.04946,0.035422,0.021384,0.007346,-0.006692
2018-03-05,0.0385,18.96,4761.9,0.013715,29.9,0.049434,0.035409,0.021384,0.007359,-0.006666
2018-03-06,0.0383,19.15,4816.92,0.013406,28.1,0.049408,0.035396,0.021384,0.007372,-0.00664
2018-03-07,0.0382,19.05,4781.96,0.013768,30.1,0.049381,0.035383,0.021384,0.007385,-0.006613
2018-03-08,0.0382,19.16,4822.68,0.013477,28.5,0.049354,0.035369,0.021384,0.007399,-0.006586
2018-03-09,0.0383,19.34,4876.46,0.012912,25.4,0.049328,0.035356,0.021384,0.007412,-0.00656
2018-03-12,0.0382,19.48,4923.43,0.012651,24.4,0.049302,0.035343,0.021384,0.007425,-0.006534
2018-03-13,0.0384,19.36,4889.92,0.012763,24.7,0.049278,0.035331,0.021384,0.007437,-0.00651
2018-03-14,0.0384,19.24,4854,0.013073,26.1,0.049254,0.035319,0.021384,0.007449,-0.006486
2018-03-15,0.0383,19.23,4860.07,0.013197,26.7,0.049231,0.035307,0.021384,0.007461,-0.006463
2018-03-16,0.0382,19.05,4828.5,0.013768,30.1,0.049208,0.035296,0.021384,0.007472,-0.00644
2018-03-19,0.0381,19.1,4843.59,0.013733,29.9,0.049184,0.035284,0.021384,0.007484,-0.006416
2018-03-20,0.0379,19.13,4851.73,0.013849,30.4,0.049158,0.035271,0.021384,0.007497,-0.00639
2018-03-21,0.0376,18.94,4825,0.014648,33.3,0.049132,0.035258,0.021384,0.00751,-0.006364
2018-03-22,0.0375,18.84,4796.1,0.015015,34.6,0.049105,0.035245,0.021384,0.007523,-0.006337
2018-03-23,0.037,18.14,4604.9,0.01748,39.7,0.049077,0.03523,0.021384,0.007538,-0.006309
2018-03-26,0.0373,18.07,4627.56,0.017392,39.7,0.049047,0.035216,0.021384,0.007552,-0.006279
2018-03-27,0.0374,18.22,4703.1,0.016854,39.4,0.049018,0.035201,0.021384,0.007567,-0.00625
2018-03-28,0.0374,17.91,4643.25,0.01777,40.1,0.048988,0.035186,0.021384,0.007582,-0.00622
2018-03-29,0.0375,18.1,4693.3,0.017107,39.4,0.048958,0.035171,0.021384,0.007597,-0.00619
2018-03-30,0.0374,18.15,4731.03,0.017058,39.3,0.048929,0.035156,0.021384,0.007612,-0.006161
2018-04-02,0.0374,18.07,4732.83,0.017294,39.6,0.0489,0.035142,0.021384,0.007626,-0.006132
2018-04-03,0.0375,17.92,4695.69,0.017642,39.9,0.048871,0.035128,0.021384,0.00764,-0.006103
2018-04-04,0.0372,17.84,4676.61,0.018178,40.6,0.048841,0.035113,0.021384,0.007655,-0.006073
2018-04-09,0.037,17.86,4677.97,0.018313,40.8,0.04881,0.035097,0.021384,0.007671,-0.006042
2018-04-10,0.0372,18.08,4728.03,0.01746,39.5,0.04878,0.035082,0.021384,0.007686,-0.006012
2018-04-11,0.0371,18.17,4747.47,0.017294,39.4,0.04875,0.035067,0.021384,0.007701,-0.005982
2018-04-12,0.0371,18.01,4711.48,0.017766,40,0.04872,0.035052,0.021384,0.007716,-0.005952
2018-04-13,0.0371,17.92,4688.62,0.018034,40.4,0.048688,0.035036,0.021384,0.007732,-0.00592
2018-04-16,0.0366,17.67,4643.92,0.019287,42.6,0.048657,0.035021,0.021384,0.007747,-0.005889
2018-04-17,0.0365,17.35,4558.22,0.020393,45.8,0.048628,0.035006,0.021384,0.007762,-0.00586
2018-04-18,0.035,17.5,4598.06,0.021394,50,0.048606,0.034999,0.021392,0.007785,-0.005822
2018-04-19,0.0351,17.62,4634.66,0.020919,47.8,0.048578,0.034985,0.021392,0.0078,-0.005793
2018-04-20,0.0352,17.3,4556.71,0.021835,51,0.048582,0.035004,0.021425,0.007846,-0.005733
2018-04-23,0.036,17.24,4537.2,0.02124,49.2,0.048557,0.034991,0.021425,0.007859,-0.005707
2018-04-24,0.0359,17.56,4632.4,0.020318,45.2,0.048532,0.034979,0.021425,0.007871,-0.005682
