日期,收盘点位,股权风险溢价,+2倍标准差,+1倍标准差,中位数,-1倍标准差,-2倍标准差
2023-05-23,4873.94,0.0316,0.0410,0.0323,0.0235,0.0148,0.0061
2023-05-24,4833.62,0.0322,0.0410,0.0323,0.0236,0.0148,0.0061
2023-05-25,4824.01,0.0322,0.0411,0.0323,0.0236,0.0148,0.0061
2023-05-26,4841.93,0.0320,0.0411,0.0323,0.0236,0.0149,0.0061
2023-05-29,4824.92,0.0320,0.0411,0.0324,0.0236,0.0149,0.0061
2023-05-30,4841.24,0.0319,0.0412,0.0324,0.0237,0.0149,0.0062
2023-05-31,4814.79,0.0323,0.0412,0.0324,0.0237,0.0149,0.0062
2023-06-01,4825.01,0.0323,0.0412,0.0324,0.0237,0.0149,0.0062
2023-06-02,4877.55,0.0318,0.0412,0.0325,0.0237,0.0150,0.0062
2023-06-05,4871.86,0.0319,0.0412,0.0325,0.0237,0.0150,0.0062
2023-06-06,4799.35,0.0327,0.0412,0.0325,0.0237,0.0150,0.0062
2023-06-07,4794.77,0.0328,0.0412,0.0325,0.0237,0.0150,0.0062
2023-06-08,4799.24,0.0326,0.0413,0.0325,0.0238,0.0150,0.0063
2023-06-09,4827.00,0.0323,0.0413,0.0325,0.0238,0.0150,0.0063
2023-06-12,4844.86,0.0320,0.0413,0.0325,0.0238,0.0151,0.0063
2023-06-13,4866.30,0.0324,0.0413,0.0326,0.0238,0.0151,0.0063
2023-06-14,4870.51,0.0324,0.0413,0.0326,0.0238,0.0151,0.0063
2023-06-15,4921.72,0.0316,0.0413,0.0326,0.0238,0.0151,0.0063
2023-06-16,4965.48,0.0311,0.0413,0.0326,0.0239,0.0151,0.0064
2023-06-19,4949.89,0.0311,0.0413,0.0326,0.0239,0.0151,0.0064
2023-06-20,4941.42,0.0314,0.0413,0.0326,0.0239,0.0151,0.0064
2023-06-21,4853.02,0.0324,0.0413,0.0326,0.0239,0.0151,0.0064
2023-06-26,4770.78,0.0333,0.0413,0.0326,0.0239,0.0152,0.0064
2023-06-27,4828.32,0.0325,0.0413,0.0326,0.0239,0.0152,0.0065
2023-06-28,4815.63,0.0326,0.0414,0.0326,0.0239,0.0152,0.0065
2023-06-29,4818.68,0.0329,0.0414,0.0327,0.0240,0.0153,0.0066
2023-06-30,4859.89,0.0325,0.0414,0.0327,0.0240,0.0153,0.0066
2023-07-03,4900.64,0.0319,0.0414,0.0327,0.0240,0.0153,0.0066
2023-07-04,4914.69,0.0317,0.0414,0.0327,0.0241,0.0154,0.0067
2023-07-05,4877.96,0.0322,0.0415,0.0328,0.0241,0.0154,0.0067
2023-07-06,4856.98,0.0325,0.0415,0.0328,0.0241,0.0154,0.0068
2023-07-07,4831.17,0.0327,0.0415,0.0328,0.0241,0.0155,0.0068
2023-07-10,4845.36,0.0326,0.0415,0.0328,0.0241,0.0155,0.0068
2023-07-11,4879.53,0.0322,0.0415,0.0328,0.0242,0.0155,0.0068
2023-07-12,4830.43,0.0328,0.0415,0.0329,0.0242,0.0155,0.0069
2023-07-13,4891.43,0.0320,0.0415,0.0329,0.0242,0.0156,0.0069
2023-07-14,4889.74,0.0320,0.0416,0.0329,0.0243,0.0156,0.0070
2023-07-17,4862.88,0.0324,0.0416,0.0330,0.0243,0.0157,0.0071
2023-07-18,4851.57,0.0329,0.0416,0.0330,0.0244,0.0157,0.0071
2023-07-19,4844.29,0.0329,0.0416,0.0330,0.0244,0.0158,0.0072
2023-07-20,4796.91,0.0334,0.0417,0.0331,0.0245,0.0159,0.0072
2023-07-21,4791.52,0.0336,0.0417,0.0331,0.0245,0.0159,0.0073
2023-07-24,4779.82,0.0339,0.0417,0.0331,0.0245,0.0159,0.0073
2023-07-25,4885.71,0.0320,0.0417,0.0331,0.0245,0.0159,0.0073
2023-07-26,4867.53,0.0325,0.0417,0.0331,0.0245,0.0159,0.0073
2023-07-27,4847.07,0.0327,0.0417,0.0331,0.0246,0.0160,0.0074
2023-07-28,4924.52,0.0316,0.0417,0.0332,0.0246,0.0160,0.0074
2023-07-31,4959.94,0.0312,0.0418,0.0332,0.0246,0.0160,0.0075
2023-08-01,4948.38,0.0313,0.0418,0.0332,0.0246,0.0161,0.0075
2023-08-02,4926.31,0.0318,0.0418,0.0332,0.0247,0.0161,0.0075
2023-08-03,4948.64,0.0316,0.0418,0.0333,0.0247,0.0162,0.0076
2023-08-04,4967.31,0.0313,0.0418,0.0333,0.0248,0.0162,0.0077
2023-08-07,4934.83,0.0316,0.0418,0.0333,0.0248,0.0163,0.0077
2023-08-08,4918.20,0.0318,0.0418,0.0333,0.0248,0.0163,0.0078
2023-08-09,4889.41,0.0321,0.0418,0.0333,0.0248,0.0163,0.0078
2023-08-10,4898.82,0.0319,0.0418,0.0333,0.0248,0.0163,0.0078
2023-08-11,4798.58,0.0332,0.0418,0.0333,0.0248,0.0164,0.0079
2023-08-14,4789.02,0.0335,0.0418,0.0333,0.0249,0.0164,0.0079
2023-08-15,4764.97,0.0340,0.0418,0.0333,0.0249,0.0164,0.0080
2023-08-16,4722.82,0.0347,0.0418,0.0334,0.0249,0.0165,0.0080
2023-08-17,4755.59,0.0343,0.0418,0.0334,0.0249,0.0165,0.0081
2023-08-18,4683.69,0.0350,0.0418,0.0333,0.0249,0.0165,0.0081
2023-08-21,4630.06,0.0358,0.0417,0.0333,0.0249,0.0165,0.0081
2023-08-22,4661.40,0.0350,0.0417,0.0333,0.0250,0.0166,0.0082
2023-08-23,4579.47,0.0360,0.0417,0.0333,0.0250,0.0166,0.0082
2023-08-24,4600.32,0.0358,0.0417,0.0333,0.0250,0.0166,0.0083
2023-08-25,4550.02,0.0361,0.0417,0.0334,0.0250,0.0167,0.0084
2023-08-28,4598.06,0.0350,0.0417,0.0334,0.0250,0.0167,0.0084
2023-08-29,4690.31,0.0341,0.0416,0.0333,0.0250,0.0167,0.0085
2023-08-30,4700.68,0.0339,0.0416,0.0333,0.0251,0.0168,0.0085
2023-08-31,4672.31,0.0338,0.0416,0.0334,0.0251,0.0169,0.0086
2023-09-01,4690.29,0.0334,0.0416,0.0334,0.0252,0.0169,0.0087
2023-09-04,4759.88,0.0323,0.0416,0.0334,0.0252,0.0169,0.0087
2023-09-05,4729.16,0.0326,0.0416,0.0334,0.0252,0.0170,0.0088
2023-09-06,4732.82,0.0324,0.0416,0.0334,0.0252,0.0170,0.0088
2023-09-07,4660.31,0.0331,0.0415,0.0334,0.0252,0.0170,0.0088
2023-09-08,4654.75,0.0332,0.0415,0.0334,0.0252,0.0170,0.0089
2023-09-11,4698.91,0.0327,0.0415,0.0334,0.0252,0.0171,0.0089
2023-09-12,4693.46,0.0329,0.0415,0.0334,0.0252,0.0171,0.0090
2023-09-13,4651.33,0.0332,0.0415,0.0334,0.0253,0.0171,0.0090
2023-09-14,4636.86,0.0333,0.0415,0.0334,0.0253,0.0171,0.0090
2023-09-15,4625.13,0.0332,0.0415,0.0334,0.0253,0.0172,0.0091
2023-09-18,4644.68,0.0329,0.0415,0.0334,0.0253,0.0172,0.0091
2023-09-19,4619.89,0.0330,0.0415,0.0334,0.0253,0.0172,0.0091
2023-09-20,4593.03,0.0332,0.0415,0.0334,0.0253,0.0172,0.0091
2023-09-21,4557.44,0.0337,0.0415,0.0334,0.0253,0.0172,0.0091
2023-09-22,4639.86,0.0326,0.0415,0.0334,0.0253,0.0172,0.0092
2023-09-25,4615.13,0.0326,0.0415,0.0334,0.0253,0.0173,0.0092
2023-09-26,4592.60,0.0329,0.0415,0.0335,0.0254,0.0173,0.0092
2023-09-27,4608.98,0.0329,0.0415,0.0334,0.0254,0.0173,0.0092
2023-09-28,4621.41,0.0329,0.0415,0.0334,0.0254,0.0173,0.0093
2023-10-09,4609.57,0.0331,0.0415,0.0335,0.0254,0.0173,0.0093
2023-10-10,4587.27,0.0334,0.0415,0.0335,0.0254,0.0173,0.0093
2023-10-11,4597.76,0.0331,0.0415,0.0335,0.0254,0.0174,0.0093
2023-10-12,4634.92,0.0326,0.0415,0.0335,0.0254,0.0174,0.0093
2023-10-13,4600.13,0.0332,0.0415,0.0335,0.0254,0.0174,0.0094
2023-10-16,4560.09,0.0334,0.0415,0.0335,0.0255,0.0174,0.0094
2023-10-17,4566.25,0.0331,0.0415,0.0335,0.0255,0.0175,0.0094
2023-10-18,4511.90,0.0336,0.0415,0.0335,0.0255,0.0175,0.0095
2023-10-19,4439.93,0.0345,0.0415,0.0335,0.0255,0.0175,0.0095
2023-10-20,4402.69,0.0353,0.0415,0.0335,0.0255,0.0175,0.0095
2023-10-23,4327.13,0.0362,0.0416,0.0336,0.0256,0.0176,0.0096
2023-10-24,4373.52,0.0356,0.0416,0.0336,0.0256,0.0176,0.0096
2023-10-25,4409.52,0.0355,0.0416,0.0336,0.0256,0.0176,0.0096
2023-10-26,4426.10,0.0352,0.0416,0.0336,0.0256,0.0176,0.0096
2023-10-27,4490.10,0.0344,0.0416,0.0336,0.0256,0.0176,0.0096
2023-10-30,4533.61,0.0342,0.0416,0.0336,0.0256,0.0176,0.0096
2023-10-31,4515.15,0.0346,0.0416,0.0336,0.0256,0.0177,0.0097
2023-11-01,4513.00,0.0346,0.0416,0.0336,0.0256,0.0177,0.0097
2023-11-02,4477.81,0.0352,0.0416,0.0337,0.0257,0.0177,0.0097
2023-11-03,4523.67,0.0348,0.0417,0.0337,0.0257,0.0178,0.0098
2023-11-06,4601.01,0.0341,0.0417,0.0337,0.0258,0.0178,0.0098
2023-11-07,4603.61,0.0340,0.0417,0.0337,0.0258,0.0178,0.0099
2023-11-08,4604.26,0.0342,0.0417,0.0337,0.0258,0.0178,0.0099
2023-11-09,4590.52,0.0343,0.0417,0.0338,0.0258,0.0179,0.0099
2023-11-10,4567.89,0.0347,0.0417,0.0338,0.0258,0.0179,0.0099
2023-11-13,4585.24,0.0344,0.0417,0.0338,0.0258,0.0179,0.0100
2023-11-14,4601.29,0.0341,0.0417,0.0338,0.0259,0.0179,0.0100
2023-11-15,4629.33,0.0338,0.0417,0.0338,0.0259,0.0179,0.0100
2023-11-16,4587.87,0.0343,0.0417,0.0338,0.0259,0.0179,0.0100
2023-11-17,4602.61,0.0343,0.0418,0.0338,0.0259,0.0180,0.0100
2023-11-20,4627.68,0.0339,0.0418,0.0339,0.0260,0.0180,0.0101
2023-11-21,4617.59,0.0339,0.0418,0.0339,0.0260,0.0180,0.0101
2023-11-22,4567.24,0.0343,0.0419,0.0339,0.0260,0.0180,0.0101
2023-11-23,4600.50,0.0337,0.0419,0.0340,0.0260,0.0181,0.0101
2023-11-24,4558.18,0.0341,0.0419,0.0340,0.0260,0.0181,0.0101
2023-11-27,4541.56,0.0343,0.0420,0.0340,0.0261,0.0181,0.0102
2023-11-28,4559.44,0.0343,0.0420,0.0340,0.0261,0.0181,0.0102
2023-11-29,4527.06,0.0348,0.0420,0.0341,0.0261,0.0181,0.0102
2023-11-30,4522.11,0.0348,0.0420,0.0341,0.0261,0.0181,0.0102
2023-12-01,4531.14,0.0348,0.0420,0.0341,0.0261,0.0182,0.0102
2023-12-04,4516.04,0.0349,0.0420,0.0341,0.0261,0.0182,0.0102
2023-12-05,4431.26,0.0360,0.0421,0.0341,0.0261,0.0182,0.0102
2023-12-06,4445.61,0.0359,0.0421,0.0341,0.0261,0.0182,0.0102
2023-12-07,4437.89,0.0361,0.0421,0.0341,0.0262,0.0182,0.0102
2023-12-08,4433.67,0.0361,0.0421,0.0342,0.0262,0.0182,0.0102
2023-12-11,4473.18,0.0348,0.0422,0.0342,0.0262,0.0182,0.0102
2023-12-12,4483.39,0.0346,0.0422,0.0342,0.0262,0.0182,0.0102
2023-12-13,4429.42,0.0355,0.0422,0.0342,0.0262,0.0182,0.0102
2023-12-14,4410.01,0.0355,0.0422,0.0342,0.0262,0.0183,0.0103
2023-12-15,4390.01,0.0360,0.0423,0.0343,0.0263,0.0183,0.0103
2023-12-18,4350.38,0.0365,0.0423,0.0343,0.0263,0.0183,0.0103
2023-12-19,4354.54,0.0363,0.0423,0.0343,0.0263,0.0183,0.0103
2023-12-20,4300.24,0.0370,0.0423,0.0343,0.0263,0.0183,0.0103
2023-12-21,4334.65,0.0369,0.0423,0.0343,0.0263,0.0183,0.0103
2023-12-22,4310.39,0.0371,0.0424,0.0343,0.0263,0.0183,0.0103
2023-12-25,4314.54,0.0372,0.0424,0.0343,0.0263,0.0183,0.0103
2023-12-26,4270.44,0.0376,0.0424,0.0344,0.0263,0.0183,0.0103
2023-12-27,4292.67,0.0374,0.0424,0.0344,0.0264,0.0184,0.0103
2023-12-28,4379.77,0.0363,0.0425,0.0344,0.0264,0.0184,0.0103
2023-12-29,4421.96,0.0359,0.0425,0.0345,0.0264,0.0184,0.0103
2024-01-02,4390.83,0.0362,0.0425,0.0345,0.0264,0.0184,0.0103
2024-01-03,4376.82,0.0364,0.0425,0.0345,0.0264,0.0184,0.0103
2024-01-04,4344.00,0.0368,0.0425,0.0345,0.0264,0.0184,0.0103
2024-01-05,4292.79,0.0376,0.0425,0.0345,0.0264,0.0184,0.0103
2024-01-08,4219.12,0.0386,0.0425,0.0345,0.0264,0.0184,0.0103
2024-01-09,4231.06,0.0387,0.0426,0.0345,0.0264,0.0184,0.0103
2024-01-10,4204.00,0.0390,0.0426,0.0345,0.0265,0.0184,0.0103
2024-01-11,4252.17,0.0386,0.0426,0.0346,0.0265,0.0184,0.0104
2024-01-12,4230.09,0.0386,0.0427,0.0346,0.0265,0.0184,0.0104
2024-01-15,4223.36,0.0386,0.0427,0.0346,0.0265,0.0185,0.0104
2024-01-16,4228.42,0.0383,0.0427,0.0346,0.0266,0.0185,0.0104
2024-01-17,4127.42,0.0399,0.0427,0.0347,0.0266,0.0185,0.0104
2024-01-18,4147.01,0.0397,0.0428,0.0347,0.0266,0.0185,0.0104
2024-01-19,4117.72,0.0402,0.0428,0.0347,0.0266,0.0185,0.0104
2024-01-22,3966.84,0.0424,0.0429,0.0347,0.0266,0.0185,0.0104
2024-01-23,3997.06,0.0418,0.0429,0.0348,0.0267,0.0185,0.0104
2024-01-24,4052.89,0.0407,0.0429,0.0348,0.0267,0.0186,0.0104
2024-01-25,4161.78,0.0389,0.0429,0.0348,0.0267,0.0186,0.0105
2024-01-26,4142.73,0.0389,0.0429,0.0348,0.0267,0.0186,0.0105
2024-01-29,4065.92,0.0399,0.0429,0.0348,0.0267,0.0186,0.0105
2024-01-30,3971.53,0.0415,0.0429,0.0348,0.0267,0.0186,0.0105
2024-01-31,3874.62,0.0430,0.0430,0.0348,0.0267,0.0186,0.0105
2024-02-01,3856.96,0.0433,0.0430,0.0348,0.0267,0.0186,0.0104
2024-02-02,3765.66,0.0447,0.0430,0.0349,0.0267,0.0186,0.0104
2024-02-05,3666.37,0.0461,0.0430,0.0349,0.0267,0.0186,0.0104
2024-02-06,3827.76,0.0432,0.0431,0.0349,0.0268,0.0186,0.0104
2024-02-07,3895.00,0.0427,0.0431,0.0349,0.0268,0.0186,0.0105
2024-02-08,3985.40,0.0413,0.0431,0.0350,0.0268,0.0186,0.0105
2024-02-19,4041.51,0.0403,0.0432,0.0350,0.0268,0.0187,0.0105
2024-02-20,4057.94,0.0402,0.0432,0.0350,0.0269,0.0187,0.0105
2024-02-21,4100.10,0.0396,0.0432,0.0350,0.0269,0.0187,0.0105
2024-02-22,4150.67,0.0389,0.0433,0.0351,0.0269,0.0187,0.0105
2024-02-23,4187.61,0.0386,0.0433,0.0351,0.0269,0.0188,0.0106
2024-02-26,4182.33,0.0391,0.0433,0.0351,0.0270,0.0188,0.0106
2024-02-27,4262.19,0.0381,0.0433,0.0351,0.0270,0.0188,0.0106
2024-02-28,4136.21,0.0401,0.0433,0.0352,0.0270,0.0188,0.0106
2024-02-29,4251.41,0.0387,0.0434,0.0352,0.0270,0.0188,0.0106
2024-03-01,4286.50,0.0381,0.0434,0.0352,0.0270,0.0188,0.0106
2024-03-04,4296.90,0.0380,0.0434,0.0352,0.0270,0.0188,0.0106
2024-03-05,4286.67,0.0383,0.0434,0.0352,0.0270,0.0188,0.0106
2024-03-06,4288.04,0.0388,0.0434,0.0352,0.0270,0.0188,0.0106
2024-03-07,4249.46,0.0390,0.0434,0.0352,0.0270,0.0188,0.0106
2024-03-08,4285.62,0.0385,0.0435,0.0352,0.0270,0.0188,0.0106
2024-03-11,4352.16,0.0376,0.0435,0.0353,0.0271,0.0189,0.0107
2024-03-12,4368.39,0.0374,0.0435,0.0353,0.0271,0.0189,0.0107
2024-03-13,4358.35,0.0377,0.0435,0.0353,0.0271,0.0189,0.0107
2024-03-14,4339.61,0.0378,0.0435,0.0353,0.0271,0.0189,0.0107
2024-03-15,4372.02,0.0376,0.0435,0.0353,0.0271,0.0189,0.0107
2024-03-18,4430.66,0.0372,0.0435,0.0353,0.0271,0.0189,0.0107
2024-03-19,4401.30,0.0377,0.0435,0.0353,0.0271,0.0189,0.0107
2024-03-20,4424.51,0.0371,0.0436,0.0353,0.0271,0.0189,0.0107
2024-03-21,4420.66,0.0373,0.0436,0.0354,0.0272,0.0189,0.0107
2024-03-22,4370.85,0.0375,0.0436,0.0354,0.0272,0.0190,0.0107
2024-03-25,4309.05,0.0381,0.0436,0.0354,0.0272,0.0190,0.0108
2024-03-26,4314.00,0.0380,0.0436,0.0354,0.0272,0.0190,0.0108
2024-03-27,4221.59,0.0393,0.0436,0.0354,0.0272,0.0190,0.0108
2024-03-28,4275.62,0.0387,0.0437,0.0354,0.0272,0.0190,0.0108
2024-03-29,4310.67,0.0379,0.0437,0.0354,0.0272,0.0190,0.0108
2024-04-01,4392.63,0.0369,0.0437,0.0355,0.0272,0.0190,0.0108
2024-04-02,4374.78,0.0372,0.0437,0.0355,0.0272,0.0190,0.0108
2024-04-03,4353.74,0.0375,0.0437,0.0355,0.0272,0.0190,0.0108
2024-04-08,4293.42,0.0381,0.0437,0.0355,0.0272,0.0190,0.0108
2024-04-09,4315.47,0.0380,0.0437,0.0355,0.0272,0.0190,0.0108
2024-04-10,4258.49,0.0384,0.0437,0.0355,0.0272,0.0190,0.0108
2024-04-11,4265.38,0.0385,0.0438,0.0355,0.0273,0.0190,0.0108
2024-04-12,4235.38,0.0390,0.0438,0.0356,0.0273,0.0191,0.0108
2024-04-15,4249.41,0.0384,0.0439,0.0356,0.0274,0.0191,0.0108
2024-04-16,4126.45,0.0398,0.0439,0.0356,0.0274,0.0191,0.0108
2024-04-17,4251.51,0.0385,0.0439,0.0357,0.0274,0.0191,0.0109
2024-04-18,4253.33,0.0386,0.0440,0.0357,0.0274,0.0192,0.0109
2024-04-19,4226.22,0.0387,0.0440,0.0357,0.0274,0.0192,0.0109
2024-04-22,4204.40,0.0393,0.0440,0.0357,0.0274,0.0192,0.0109
2024-04-23,4183.70,0.0398,0.0440,0.0357,0.0274,0.0191,0.0109
2024-04-24,4226.65,0.0389,0.0440,0.0357,0.0274,0.0191,0.0108
2024-04-25,4234.66,0.0388,0.0440,0.0357,0.0274,0.0191,0.0108
2024-04-26,4305.35,0.0373,0.0440,0.0357,0.0274,0.0191,0.0108
2024-04-29,4380.75,0.0359,0.0441,0.0357,0.0274,0.0191,0.0108
2024-04-30,4353.88,0.0356,0.0441,0.0357,0.0274,0.0191,0.0108
2024-05-06,4428.17,0.0348,0.0441,0.0358,0.0274,0.0191,0.0108
2024-05-07,4435.58,0.0348,0.0441,0.0358,0.0274,0.0191,0.0108
2024-05-08,4387.87,0.0352,0.0441,0.0358,0.0274,0.0191,0.0108
2024-05-09,4441.63,0.0345,0.0441,0.0358,0.0275,0.0191,0.0108
2024-05-10,4425.06,0.0347,0.0441,0.0358,0.0275,0.0192,0.0108
2024-05-13,4400.23,0.0355,0.0442,0.0358,0.0275,0.0192,0.0109
2024-05-14,4405.66,0.0355,0.0442,0.0359,0.0275,0.0192,0.0109
2024-05-15,4366.65,0.0358,0.0442,0.0359,0.0275,0.0192,0.0109
2024-05-16,4375.15,0.0356,0.0442,0.0359,0.0276,0.0192,0.0109
2024-05-17,4424.81,0.0351,0.0442,0.0359,0.0276,0.0192,0.0109
2024-05-20,4444.14,0.0348,0.0442,0.0359,0.0276,0.0192,0.0109
2024-05-21,4414.56,0.0351,0.0442,0.0359,0.0276,0.0192,0.0109
2024-05-22,4420.67,0.0351,0.0443,0.0359,0.0276,0.0192,0.0109
2024-05-23,4348.25,0.0359,0.0443,0.0359,0.0276,0.0192,0.0109
2024-05-24,4302.13,0.0364,0.0443,0.0359,0.0276,0.0192,0.0109
2024-05-27,4343.26,0.0358,0.0443,0.0360,0.0276,0.0193,0.0109
2024-05-28,4305.39,0.0363,0.0443,0.0360,0.0276,0.0193,0.0109
2024-05-29,4311.23,0.0364,0.0443,0.0360,0.0276,0.0193,0.0109
2024-05-30,4288.48,0.0367,0.0444,0.0360,0.0276,0.0193,0.0109
2024-05-31,4288.11,0.0366,0.0444,0.0360,0.0276,0.0193,0.0109
2024-06-03,4264.53,0.0368,0.0444,0.0360,0.0277,0.0193,0.0109
2024-06-04,4285.91,0.0366,0.0444,0.0360,0.0277,0.0193,0.0109
2024-06-05,4240.09,0.0373,0.0444,0.0360,0.0277,0.0193,0.0109
2024-06-06,4190.20,0.0377,0.0444,0.0361,0.0277,0.0193,0.0109
2024-06-07,4192.82,0.0377,0.0445,0.0361,0.0277,0.0193,0.0109
2024-06-11,4184.72,0.0379,0.0445,0.0361,0.0277,0.0193,0.0109
2024-06-12,4201.18,0.0377,0.0445,0.0361,0.0277,0.0193,0.0109
2024-06-13,4176.73,0.0380,0.0445,0.0361,0.0277,0.0193,0.0109
2024-06-14,4188.78,0.0380,0.0445,0.0361,0.0277,0.0193,0.0109
2024-06-17,4182.15,0.0384,0.0445,0.0361,0.0277,0.0193,0.0109
2024-06-18,4207.65,0.0381,0.0445,0.0361,0.0277,0.0193,0.0109
2024-06-19,4177.57,0.0385,0.0446,0.0362,0.0277,0.0193,0.0109
2024-06-20,4124.00,0.0390,0.0446,0.0362,0.0278,0.0194,0.0110
2024-06-21,4119.17,0.0389,0.0446,0.0362,0.0278,0.0194,0.0110
2024-06-24,4045.24,0.0398,0.0447,0.0362,0.0278,0.0194,0.0110
2024-06-25,4022.65,0.0402,0.0447,0.0363,0.0278,0.0194,0.0110
2024-06-26,4081.94,0.0397,0.0447,0.0363,0.0278,0.0194,0.0110
2024-06-27,4024.88,0.0404,0.0447,0.0363,0.0278,0.0194,0.0110
2024-06-28,4039.97,0.0400,0.0447,0.0363,0.0279,0.0194,0.0110
2024-07-01,4070.44,0.0390,0.0448,0.0363,0.0279,0.0194,0.0110
2024-07-02,4055.67,0.0391,0.0448,0.0363,0.0279,0.0194,0.0109
2024-07-03,4032.86,0.0395,0.0448,0.0363,0.0279,0.0194,0.0109
2024-07-04,3979.92,0.0400,0.0448,0.0363,0.0279,0.0194,0.0109
2024-07-05,3989.44,0.0397,0.0448,0.0363,0.0279,0.0194,0.0109
2024-07-08,3928.15,0.0403,0.0448,0.0363,0.0279,0.0194,0.0109
2024-07-09,3989.07,0.0397,0.0448,0.0364,0.0279,0.0194,0.0109
2024-07-10,3969.79,0.0401,0.0449,0.0364,0.0279,0.0194,0.0109
2024-07-11,4041.79,0.0394,0.0449,0.0364,0.0279,0.0194,0.0109
2024-07-12,4036.84,0.0394,0.0449,0.0364,0.0279,0.0194,0.0109
2024-07-15,4016.26,0.0396,0.0449,0.0364,0.0279,0.0194,0.0109
2024-07-16,4033.05,0.0394,0.0450,0.0365,0.0280,0.0195,0.0110
2024-07-17,4013.72,0.0398,0.0450,0.0365,0.0280,0.0195,0.0110
2024-07-18,4028.92,0.0393,0.0450,0.0365,0.0280,0.0195,0.0110
2024-07-19,4042.73,0.0393,0.0450,0.0365,0.0280,0.0195,0.0110
2024-07-22,4032.86,0.0398,0.0450,0.0365,0.0280,0.0195,0.0110
2024-07-23,3939.51,0.0411,0.0451,0.0366,0.0280,0.0195,0.0110
2024-07-24,3899.95,0.0414,0.0451,0.0366,0.0281,0.0195,0.0110
2024-07-25,3891.10,0.0418,0.0452,0.0366,0.0281,0.0196,0.0110
2024-07-26,3927.62,0.0419,0.0452,0.0367,0.0281,0.0196,0.0110
2024-07-29,3914.44,0.0423,0.0452,0.0367,0.0281,0.0196,0.0110
2024-07-30,3906.45,0.0427,0.0452,0.0367,0.0281,0.0196,0.0110
2024-07-31,4020.58,0.0413,0.0453,0.0367,0.0281,0.0196,0.0110
2024-08-01,4003.24,0.0417,0.0453,0.0367,0.0281,0.0196,0.0110
2024-08-02,3956.12,0.0423,0.0453,0.0367,0.0281,0.0196,0.0110
2024-08-05,3883.97,0.0433,0.0453,0.0367,0.0282,0.0196,0.0110
2024-08-06,3912.69,0.0430,0.0454,0.0368,0.0282,0.0196,0.0110
2024-08-07,3912.14,0.0430,0.0454,0.0368,0.0282,0.0196,0.0110
2024-08-08,3909.42,0.0427,0.0454,0.0368,0.0282,0.0196,0.0110
2024-08-09,3888.78,0.0428,0.0455,0.0368,0.0282,0.0196,0.0110
2024-08-12,3875.28,0.0424,0.0455,0.0369,0.0282,0.0196,0.0110
2024-08-13,3890.66,0.0424,0.0455,0.0369,0.0282,0.0196,0.0110
2024-08-14,3858.53,0.0431,0.0455,0.0369,0.0283,0.0196,0.0110
2024-08-15,3894.41,0.0424,0.0456,0.0369,0.0283,0.0196,0.0110
2024-08-16,3886.64,0.0424,0.0456,0.0369,0.0283,0.0196,0.0110
2024-08-19,3892.44,0.0425,0.0456,0.0370,0.0283,0.0196,0.0110
2024-08-20,3845.22,0.0433,0.0456,0.0370,0.0283,0.0196,0.0110
2024-08-21,3831.52,0.0435,0.0457,0.0370,0.0283,0.0196,0.0110
2024-08-22,3800.87,0.0439,0.0457,0.0370,0.0283,0.0196,0.0109
2024-08-23,3806.93,0.0440,0.0457,0.0370,0.0283,0.0196,0.0109
2024-08-26,3814.97,0.0437,0.0457,0.0370,0.0283,0.0196,0.0109
2024-08-27,3778.92,0.0437,0.0458,0.0371,0.0283,0.0196,0.0109
2024-08-28,3772.00,0.0441,0.0458,0.0371,0.0283,0.0196,0.0109
2024-08-29,3793.00,0.0443,0.0458,0.0371,0.0283,0.0196,0.0109
2024-08-30,3854.74,0.0438,0.0458,0.0371,0.0284,0.0196,0.0109
2024-09-02,3786.00,0.0441,0.0458,0.0371,0.0284,0.0196,0.0109
2024-09-03,3809.50,0.0442,0.0459,0.0371,0.0284,0.0196,0.0109
2024-09-04,3787.36,0.0448,0.0459,0.0371,0.0284,0.0196,0.0108
2024-09-05,3804.18,0.0446,0.0459,0.0371,0.0284,0.0196,0.0108
2024-09-06,3758.18,0.0452,0.0459,0.0372,0.0284,0.0196,0.0108
2024-09-09,3725.79,0.0459,0.0460,0.0372,0.0284,0.0196,0.0108
2024-09-10,3732.97,0.0459,0.0460,0.0372,0.0284,0.0196,0.0108
2024-09-11,3723.93,0.0465,0.0460,0.0372,0.0284,0.0196,0.0108
2024-09-12,3710.27,0.0467,0.0461,0.0372,0.0284,0.0196,0.0108
2024-09-13,3681.44,0.0473,0.0461,0.0373,0.0284,0.0196,0.0108
2024-09-18,3684.16,0.0473,0.0461,0.0373,0.0284,0.0196,0.0108
2024-09-19,3731.52,0.0466,0.0462,0.0373,0.0285,0.0196,0.0108
2024-09-20,3727.81,0.0467,0.0462,0.0374,0.0285,0.0196,0.0108
2024-09-23,3736.57,0.0464,0.0463,0.0374,0.0285,0.0196,0.0108
2024-09-24,3888.20,0.0435,0.0463,0.0374,0.0285,0.0196,0.0108
2024-09-25,3937.57,0.0431,0.0463,0.0374,0.0285,0.0196,0.0108
2024-09-26,4096.24,0.0405,0.0463,0.0374,0.0285,0.0196,0.0108
2024-09-27,4293.11,0.0375,0.0463,0.0374,0.0286,0.0197,0.0108
2024-09-30,4706.77,0.0330,0.0464,0.0375,0.0286,0.0197,0.0108
