日期,全A点位,股权风险溢价,+2σ,+1σ,中位数,-1σ,-2σ
2014-01-02,2900.63,0.034579,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-03,2874.32,0.034899,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-06,2803.29,0.036242,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-07,2814.1,0.036304,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-08,2825.83,0.036663,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-09,2793.5,0.037317,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-10,2758.99,0.038085,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-13,2748.42,0.038155,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-14,2788.85,0.037179,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-15,2797.39,0.037607,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-16,2798.91,0.037279,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-17,2764.64,0.037874,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-20,2746.05,0.038609,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-21,2781.52,0.03826,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-22,2849.94,0.036949,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-23,2854.23,0.037148,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-24,2882.48,0.036253,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-27,2860.21,0.037282,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-28,2859.09,0.036949,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-29,2879.79,0.036319,0.047443,0.037937,0.028431,0.018925,0.009419
2014-01-30,2856.84,0.037083,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-07,2890.7,0.036616,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-10,2965.07,0.034936,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-11,2977.54,0.034334,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-12,2999.06,0.033998,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-13,2964.7,0.034683,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-14,3002.93,0.033875,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-17,3044.69,0.032666,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-18,3024.97,0.032975,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-19,3042.6,0.032211,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-20,3005.35,0.032891,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-21,2984.67,0.033664,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-24,2955.74,0.034999,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-25,2860.97,0.037511,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-26,2873.72,0.03698,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-27,2846.49,0.037842,0.047443,0.037937,0.028431,0.018925,0.009419
2014-02-28,2877.26,0.036915,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-03,2915.71,0.035836,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-04,2912.23,0.035633,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-05,2895.41,0.035956,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-06,2901.32,0.03599,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-07,2893.16,0.03599,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-10,2792.69,0.038449,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-11,2797.95,0.038349,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-12,2799.26,0.038518,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-13,2834.67,0.037488,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-14,2819.06,0.038202,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-17,2863.74,0.037349,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-18,2869.03,0.037119,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-19,2856.79,0.037457,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-20,2795.26,0.039021,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-21,2866,0.037285,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-24,2884.39,0.036517,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-25,2883.67,0.036418,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-26,2887.8,0.036616,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-27,2851.41,0.037866,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-28,2815.04,0.038979,0.047443,0.037937,0.028431,0.018925,0.009419
2014-03-31,2801.24,0.039504,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-01,2834.97,0.038658,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-02,2841.92,0.038479,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-03,2831.17,0.038897,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-04,2860.84,0.038202,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-08,2906.99,0.037112,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-09,2922.67,0.036418,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-10,2951.85,0.035708,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-11,2943.27,0.036,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-14,2952.68,0.036297,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-15,2918.78,0.03741,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-16,2921.63,0.037808,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-17,2916.66,0.038903,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-18,2922.43,0.038538,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-21,2876.06,0.039819,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-22,2871.33,0.039819,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-23,2864.56,0.039864,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-24,2848.01,0.040531,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-25,2803.59,0.041556,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-28,2737.39,0.04347,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-29,2770.01,0.043121,0.047443,0.037937,0.028431,0.018925,0.009419
2014-04-30,2782.73,0.042949,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-05,2795.58,0.042728,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-06,2805.43,0.042855,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-07,2768.45,0.04382,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-08,2768.01,0.044171,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-09,2752.85,0.04565,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-12,2814.11,0.043873,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-13,2809.57,0.043718,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-14,2807.94,0.043518,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-15,2763.5,0.044422,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-16,2760.31,0.044422,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-19,2734.65,0.0453,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-20,2740.79,0.045048,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-21,2765.51,0.044299,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-22,2763.34,0.044299,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-23,2789.86,0.04391,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-26,2812.25,0.0433,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-27,2801.61,0.043618,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-28,2833.39,0.042925,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-29,2807.8,0.043729,0.047443,0.037937,0.028431,0.018925,0.009419
2014-05-30,2812.16,0.04423,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-03,2805.94,0.044732,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-04,2781.95,0.045415,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-05,2814.33,0.044415,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-06,2800.26,0.044475,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-09,2791.17,0.04452,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-10,2826.07,0.043614,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-11,2834.22,0.043401,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-12,2827.94,0.043543,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-13,2858.13,0.0425,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-16,2877.47,0.042492,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-17,2850.28,0.043431,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-18,2834.03,0.043856,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-19,2773.13,0.045556,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-20,2793.45,0.04516,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-23,2806.46,0.04494,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-24,2823.21,0.044503,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-25,2809.01,0.044766,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-26,2839.68,0.044071,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-27,2851.29,0.044071,0.047443,0.037937,0.028431,0.018925,0.009419
2014-06-30,2875.34,0.043401,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-01,2884.27,0.042989,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-02,2897.54,0.042239,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-03,2914.8,0.041592,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-04,2911.08,0.041461,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-07,2909.62,0.041961,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-08,2923.69,0.041685,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-09,2880.61,0.0427,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-10,2876.9,0.042983,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-11,2892.87,0.042729,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-14,2927.8,0.041792,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-15,2925.13,0.041492,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-16,2907.06,0.041239,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-17,2890.52,0.041159,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-18,2897,0.040719,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-21,2894.52,0.040859,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-22,2931.31,0.040324,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-23,2919.56,0.040163,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-24,2938.45,0.039478,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-25,2967.13,0.039036,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-28,3035.29,0.037147,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-29,3057.03,0.036668,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-30,3058.97,0.036568,0.047443,0.037937,0.028431,0.018925,0.009419
2014-07-31,3089.05,0.036081,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-01,3058.65,0.036804,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-04,3111.22,0.035726,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-05,3118.93,0.035505,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-06,3122.62,0.035665,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-07,3086.34,0.036553,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-08,3100.81,0.036081,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-11,3146.77,0.034944,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-12,3150.05,0.035004,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-13,3151.46,0.035263,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-14,3129.17,0.036369,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-15,3162.78,0.035738,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-18,3196.87,0.034942,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-19,3203.57,0.034684,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-20,3197.24,0.034763,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-21,3192.98,0.034942,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-22,3212.5,0.034486,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-25,3186.19,0.035302,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-26,3143.27,0.036466,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-27,3153.17,0.036789,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-28,3128.23,0.037673,0.047443,0.037937,0.028431,0.018925,0.009419
2014-08-29,3163.42,0.037255,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-01,3204.56,0.036441,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-02,3249.98,0.035302,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-03,3277.32,0.034486,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-04,3304.76,0.0337,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-05,3326.79,0.03308,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-09,3336.28,0.032966,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-10,3337.43,0.032851,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-11,3330.68,0.033023,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-12,3361.66,0.03244,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-15,3379.95,0.032357,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-16,3289.85,0.033957,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-17,3311.88,0.034203,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-18,3329.81,0.034453,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-19,3358.1,0.035034,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-22,3308.43,0.036442,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-23,3345.85,0.035946,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-24,3396.85,0.034373,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-25,3394.84,0.034715,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-26,3403.22,0.034449,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-29,3428.75,0.034262,0.047443,0.037937,0.028431,0.018925,0.009419
2014-09-30,3444.72,0.034033,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-08,3489.71,0.033234,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-09,3499.16,0.032922,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-10,3482.06,0.033196,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-13,3474.64,0.03351,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-14,3464.74,0.034721,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-15,3483.46,0.03514,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-16,3442.78,0.035891,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-17,3419.32,0.036386,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-20,3454.64,0.036426,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-21,3425.04,0.037075,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-22,3393.29,0.037032,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-23,3348.92,0.037857,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-24,3350.71,0.037957,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-27,3351.84,0.038447,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-28,3429.54,0.037588,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-29,3477.86,0.037064,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-30,3489.96,0.036509,0.047443,0.037937,0.028431,0.018925,0.009419
2014-10-31,3510.72,0.035954,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-03,3533.41,0.036231,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-04,3523.3,0.036884,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-05,3515.16,0.037454,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-06,3531.79,0.037084,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-07,3511.74,0.037955,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-10,3566.4,0.037179,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-11,3499.26,0.037912,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-12,3552.15,0.036626,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-13,3519.25,0.036798,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-14,3514.63,0.036304,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-17,3528.76,0.036098,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-18,3519.92,0.03697,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-19,3529.7,0.036817,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-20,3526.77,0.03657,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-21,3575.87,0.035621,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-24,3641,0.036195,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-25,3694.15,0.0348,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-26,3730.46,0.033977,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-27,3765.2,0.033361,0.047443,0.037937,0.028431,0.018925,0.009419
2014-11-28,3801.61,0.032161,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-01,3789.73,0.032397,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-02,3879.9,0.030085,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-03,3928.62,0.029061,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-04,4051.31,0.026334,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-05,4018.93,0.024717,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-08,4115.81,0.023142,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-09,3935.37,0.026976,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-10,4074.05,0.025487,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-11,4078.68,0.025445,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-12,4105.88,0.024898,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-15,4153.42,0.023725,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-16,4210.72,0.022915,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-17,4225.94,0.02244,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-18,4212.88,0.022457,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-19,4217.02,0.022313,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-22,4136.18,0.022517,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-23,4055.34,0.024537,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-24,4027.01,0.025997,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-25,4125.63,0.023919,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-26,4210.81,0.022547,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-29,4186.36,0.022612,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-30,4152.93,0.022784,0.047443,0.037937,0.028431,0.018925,0.009419
2014-12-31,4219,0.021567,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-05,4310.69,0.019799,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-06,4338.93,0.019484,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-07,4341.89,0.019361,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-08,4277.76,0.020491,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-09,4257.06,0.020686,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-12,4209.38,0.021337,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-13,4236.69,0.021665,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-14,4220.66,0.022257,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-15,4304.69,0.020587,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-16,4349.65,0.020403,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-19,4102.1,0.024515,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-20,4196.97,0.023449,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-21,4342.22,0.021128,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-22,4385.06,0.020957,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-23,4368.62,0.020987,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-26,4435.87,0.020343,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-27,4425.6,0.0207,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-28,4383.22,0.020875,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-29,4342.75,0.0213,0.047443,0.037937,0.028431,0.018925,0.009419
2015-01-30,4287.84,0.022065,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-02,4227.98,0.023516,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-03,4317.46,0.022397,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-04,4290.96,0.022752,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-05,4261.62,0.023874,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-06,4184.68,0.024697,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-09,4192.66,0.024589,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-10,4257.97,0.023577,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-11,4300.68,0.023444,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-12,4323.56,0.023249,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-13,4376.23,0.022936,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-16,4436.61,0.022537,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-17,4468.3,0.022135,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-25,4436.94,0.022376,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-26,4512.46,0.021242,0.047443,0.037937,0.028431,0.018925,0.009419
2015-02-27,4540.14,0.020846,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-02,4607.95,0.020065,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-03,4537.47,0.021026,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-04,4589.9,0.020678,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-05,4575.79,0.020572,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-06,4535.46,0.020509,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-09,4605,0.019427,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-10,4624.65,0.019161,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-11,4625.73,0.019822,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-12,4661.81,0.019256,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-13,4710.85,0.018339,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-16,4841.61,0.016714,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-17,4908.65,0.015904,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-18,5012.04,0.014738,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-19,5027.45,0.014885,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-20,5089.96,0.014565,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-23,5208.89,0.013298,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-24,5231.42,0.013259,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-25,5241.52,0.012995,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-26,5212.77,0.012221,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-27,5256.35,0.011795,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-30,5350.51,0.010827,0.047443,0.037937,0.028431,0.018925,0.009419
2015-03-31,5335.49,0.010423,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-01,5448.17,0.010042,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-02,5509.21,0.010256,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-03,5590.94,0.009458,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-07,5711.52,0.008151,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-08,5706.1,0.007181,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-09,5660.24,0.007486,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-10,5787.21,0.006638,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-13,5901.75,0.005927,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-14,5915.94,0.00643,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-15,5764.91,0.007439,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-16,5885.23,0.006925,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-17,5958.14,0.006299,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-20,5852.96,0.008058,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-21,6023.42,0.007605,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-22,6188.01,0.00664,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-23,6224.56,0.006333,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-24,6205.16,0.006138,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-27,6300.93,0.00542,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-28,6167.86,0.006247,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-29,6257.59,0.006193,0.047443,0.037937,0.028431,0.018925,0.009419
2015-04-30,6258.61,0.006839,0.047443,0.037937,0.028431,0.018925,0.009419
2015-05-04,6307.57,0.006231,0.047443,0.037937,0.028431,0.018925,0.009419
2015-05-05,6086.06,0.007566,0.047443,0.037937,0.028431,0.018925,0.009419
2015-05-06,6028.22,0.007461,0.047443,0.037937,0.028431,0.018925,0.009419
2015-05-07,5912.67,0.008576,0.047443,0.037937,0.028431,0.018925,0.009419
2015-05-08,6094.72,0.008097,0.047443,0.037937,0.028431,0.018925,0.009419
2015-05-11,6324.11,0.006658,0.047443,0.037937,0.028431,0.018925,0.009419
2015-05-12,6440.47,0.005834,0.047443,0.037937,0.028431,0.018925,0.009419
2015-05-13,6450.72,0.005896,0.047443,0.037937,0.028431,0.018925,0.009419
2015-05-14,6453.7,0.006075,0.047443,0.037937,0.028431,0.018925,0.009419
